provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;180;1;12;28180001_12_8;2021;9;7;8;V;7;V;12;V;14;V;26;V;51;V;54;V;44;V;24;V;10;V;9;V;9;V;8;V;7;V;7;V;6;V;9;V;13;V;23;V;71;V;45;V;20;V;15;V;13;V
28;180;1;14;28180001_14_6;2021;9;7;90;V;85;V;75;V;69;V;55;V;36;V;37;V;48;V;64;V;77;V;81;V;86;V;93;V;99;V;101;V;102;V;100;V;95;V;74;V;25;V;42;V;71;V;73;V;68;V
28;45;2;6;28045002_6_48;2021;9;7;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V
28;45;2;7;28045002_7_8;2021;9;7;1;V;1;V;1;V;2;V;6;V;12;V;17;V;14;V;5;V;7;V;9;V;4;V;5;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;45;2;8;28045002_8_8;2021;9;7;6;V;9;V;6;V;9;V;25;V;44;V;49;V;40;V;24;V;23;V;26;V;16;V;22;V;10;V;8;V;11;V;12;V;6;V;8;V;12;V;12;V;11;V;10;V;13;V
28;45;2;10;28045002_10_49;2021;9;7;18;V;21;V;21;V;22;V;23;V;27;V;28;V;34;V;32;V;27;V;24;V;24;V;22;V;27;V;25;V;26;V;26;V;25;V;25;V;22;V;18;V;19;V;20;V;16;V
28;45;2;12;28045002_12_8;2021;9;7;8;V;11;V;8;V;11;V;34;V;62;V;74;V;62;V;33;V;33;V;40;V;21;V;30;V;15;V;11;V;14;V;15;V;9;V;10;V;15;V;14;V;13;V;12;V;15;V
28;45;2;14;28045002_14_6;2021;9;7;74;V;73;V;73;V;68;V;52;V;37;V;36;V;43;V;46;V;56;V;63;V;80;V;84;V;89;V;93;V;96;V;92;V;90;V;85;V;75;V;71;V;69;V;68;V;61;V
28;47;2;1;28047002_1_38;2021;9;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;;N;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;47;2;7;28047002_7_8;2021;9;7;1;V;1;V;1;V;2;V;6;V;21;V;40;V;57;V;51;V;13;V;3;V;3;V;2;V;1;V;2;V;;N;2;V;2;V;5;V;3;V;9;V;13;V;9;V;4;V
28;47;2;8;28047002_8_8;2021;9;7;16;V;12;V;21;V;27;V;41;V;54;V;57;V;56;V;57;V;38;V;16;V;15;V;11;V;10;V;11;V;;N;14;V;18;V;41;V;47;V;60;V;63;V;56;V;44;V
28;47;2;9;28047002_9_49;2021;9;7;20;V;18;V;15;V;15;V;15;V;15;V;17;V;21;V;23;V;22;V;21;V;18;V;16;V;13;V;13;V;12;V;11;V;8;V;10;V;11;V;15;V;19;V;20;V;20;V
28;47;2;12;28047002_12_8;2021;9;7;18;V;14;V;23;V;30;V;50;V;87;V;117;V;144;V;135;V;58;V;21;V;19;V;14;V;12;V;14;V;10;V;17;V;21;V;49;V;52;V;73;V;83;V;69;V;50;V
28;47;2;14;28047002_14_6;2021;9;7;55;V;64;V;39;V;27;V;13;V;3;V;3;V;4;V;6;V;36;V;77;V;;N;;N;;N;;N;100;V;93;V;90;V;60;V;40;V;15;V;8;V;7;V;11;V
28;47;2;20;28047002_20_59;2021;9;7;1.2;V;0.6;V;0.7;V;1;V;1.5;V;1.7;V;2.6;V;9;V;7.5;V;11.2;V;11.1;V;1;V;0.8;V;1.5;V;1;V;0.9;V;1.3;V;1.3;V;1.8;V;1.2;V;1.7;V;3.3;V;2.2;V;2.2;V
28;47;2;30;28047002_30_59;2021;9;7;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.5;V;0.8;V;0.5;V;1.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.4;V;0.3;V;0.5;V;0.3;V;0.3;V
28;47;2;42;28047002_42_2;2021;9;7;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.5;V;1.5;V;1.5;V;1.4;V;1.3;V;1.3;V;1.3;V;1.1;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V;1.5;V
28;47;2;44;28047002_44_2;2021;9;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2021;9;7;0.6;V;0.3;V;0.3;V;0.4;V;0.7;V;0.7;V;1.3;V;2.7;V;2;V;6.1;V;4.5;V;0.5;V;0.3;V;0.6;V;0.4;V;0.6;V;0.5;V;0.4;V;1.2;V;0.7;V;1.1;V;1.3;V;1.1;V;1.1;V
28;49;3;7;28049003_7_8;2021;9;7;2;V;3;V;4;V;10;V;33;V;47;V;94;V;68;V;40;V;15;V;10;V;6;V;4;V;3;V;4;V;4;V;3;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V
28;49;3;8;28049003_8_8;2021;9;7;18;V;39;V;43;V;54;V;53;V;61;V;74;V;70;V;63;V;48;V;31;V;18;V;11;V;8;V;7;V;11;V;11;V;15;V;36;V;64;V;38;V;31;V;24;V;22;V
28;49;3;9;28049003_9_49;2021;9;7;20;V;13;V;14;V;16;V;19;V;22;V;24;V;26;V;24;V;17;V;11;V;10;V;18;V;12;V;14;V;13;V;8;V;10;V;7;V;11;V;11;V;14;V;9;V;10;V
28;49;3;10;28049003_10_49;2021;9;7;39;V;33;V;28;V;34;V;38;V;47;V;54;V;78;V;62;V;40;V;34;V;30;V;31;V;31;V;31;V;30;V;26;V;23;V;22;V;27;V;34;V;32;V;27;V;26;V
28;49;3;12;28049003_12_8;2021;9;7;21;V;43;V;48;V;69;V;104;V;133;V;218;V;174;V;125;V;71;V;47;V;27;V;17;V;13;V;12;V;17;V;15;V;18;V;39;V;68;V;42;V;34;V;27;V;25;V
28;49;3;14;28049003_14_6;2021;9;7;64;V;39;V;25;V;4;V;2;V;1;V;2;V;6;V;10;V;33;V;51;V;76;V;94;V;100;V;107;V;100;V;93;V;91;V;71;V;40;V;57;V;58;V;65;V;59;V
28;5;2;1;28005002_1_38;2021;9;7;3;V;3;V;3;V;3;V;4;V;3;V;4;V;4;V;3;V;3;V;3;V;3;V;3;V;5;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V
28;5;2;6;28005002_6_48;2021;9;7;0.5;V;0.5;V;0.5;V;0.6;V;0.7;V;0.5;V;0.8;V;0.8;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.6;V;0.8;V;0.6;V;0.7;V;0.7;V
28;5;2;7;28005002_7_8;2021;9;7;1;V;1;V;1;V;2;V;4;V;2;V;49;V;52;V;16;V;7;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;11;V;37;V;6;V;17;V;10;V
28;5;2;8;28005002_8_8;2021;9;7;4;V;4;V;6;V;24;V;55;V;16;V;67;V;75;V;54;V;28;V;13;V;8;V;7;V;6;V;5;V;6;V;7;V;15;V;22;V;60;V;84;V;54;V;69;V;60;V
28;5;2;9;28005002_9_49;2021;9;7;1;V;3;V;5;V;6;V;8;V;10;V;10;V;12;V;15;V;14;V;10;V;8;V;9;V;11;V;13;V;12;V;11;V;10;V;6;V;3;V;3;V;6;V;9;V;11;V
28;5;2;10;28005002_10_49;2021;9;7;20;V;21;V;21;V;22;V;23;V;23;V;22;V;31;V;40;V;37;V;32;V;25;V;20;V;18;V;18;V;21;V;25;V;28;V;29;V;30;V;35;V;38;V;39;V;39;V
28;5;2;12;28005002_12_8;2021;9;7;6;V;6;V;8;V;27;V;61;V;19;V;142;V;156;V;78;V;40;V;16;V;11;V;10;V;8;V;7;V;8;V;9;V;18;V;24;V;76;V;140;V;63;V;95;V;76;V
28;5;2;14;28005002_14_6;2021;9;7;91;V;86;V;79;V;53;V;26;V;66;V;14;V;7;V;26;V;56;V;74;V;89;V;103;V;107;V;105;V;106;V;99;V;86;V;82;V;34;V;4;V;21;V;4;V;6;V
28;58;4;7;28058004_7_8;2021;9;7;1;V;1;V;1;V;1;V;1;V;;N;;N;9;V;6;V;6;V;8;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;1;V;2;V;1;V;1;V;1;V;1;V
28;58;4;8;28058004_8_8;2021;9;7;10;V;12;V;10;V;28;V;26;V;;N;;N;39;V;26;V;19;V;15;V;8;V;8;V;7;V;7;V;10;V;13;V;15;V;20;V;23;V;29;V;15;V;11;V;8;V
28;58;4;10;28058004_10_49;2021;9;7;29;V;26;V;23;V;23;V;27;V;27;V;38;V;26;V;27;V;26;V;23;V;26;V;36;V;29;V;30;V;30;V;24;V;23;V;25;V;30;V;34;V;30;V;25;V;18;V
28;58;4;12;28058004_12_8;2021;9;7;12;V;14;V;12;V;30;V;28;V;;N;;N;53;V;35;V;28;V;28;V;11;V;11;V;10;V;10;V;13;V;16;V;20;V;22;V;27;V;31;V;17;V;13;V;10;V
28;58;4;14;28058004_14_6;2021;9;7;81;V;72;V;70;V;51;V;50;V;;N;;N;;N;52;V;64;V;76;V;95;V;102;V;105;V;106;V;100;V;91;V;91;V;81;V;71;V;60;V;72;V;66;V;61;V
28;58;4;20;28058004_20_59;2021;9;7;1.4;V;2;V;1.8;V;4.6;V;4;V;3.5;V;3.1;V;3;V;;N;1.8;V;4.9;V;3.6;V;2;V;1.2;V;2.1;V;4.5;V;5.5;V;3.8;V;3.6;V;0.8;V;1.4;V;1.5;V;1.8;V;7.2;V
28;58;4;30;28058004_30_59;2021;9;7;0.1;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.9;V;0.2;V;0.3;V;0.3;V;0.1;V;0.2;V
28;58;4;42;28058004_42_2;2021;9;7;1.2;V;1.2;V;1.2;V;1.4;V;1.2;V;1.2;V;1.2;V;;N;;N;1.2;V;1.2;V;1.2;V;1.1;V;1.1;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V
28;58;4;44;28058004_44_2;2021;9;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;58;4;431;28058004_431_59;2021;9;7;0.1;V;0.6;V;0.5;V;1.1;V;1.4;V;0.6;V;0.7;V;0.6;V;;N;0.4;V;0.6;V;0.5;V;0.3;V;0.2;V;0.4;V;2.1;V;2.7;V;2.4;V;2.4;V;0.5;V;0.6;V;0.5;V;0.6;V;2.4;V
28;6;4;7;28006004_7_8;2021;9;7;1;V;1;V;1;V;1;V;1;V;7;V;23;V;15;V;9;V;10;V;9;V;7;V;5;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;6;4;8;28006004_8_8;2021;9;7;11;V;8;V;9;V;11;V;15;V;41;V;62;V;52;V;39;V;36;V;37;V;36;V;24;V;17;V;15;V;16;V;12;V;13;V;20;V;29;V;28;V;34;V;25;V;28;V
28;6;4;10;28006004_10_49;2021;9;7;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;10;V;18;V;22;V;24;V
28;6;4;12;28006004_12_8;2021;9;7;13;V;10;V;11;V;13;V;17;V;51;V;97;V;74;V;52;V;51;V;50;V;47;V;31;V;20;V;17;V;19;V;14;V;15;V;22;V;31;V;30;V;36;V;27;V;30;V
28;6;4;14;28006004_14_6;2021;9;7;61;V;62;V;61;V;51;V;46;V;23;V;8;V;22;V;37;V;42;V;54;V;66;V;84;V;102;V;103;V;101;V;99;V;95;V;86;V;71;V;65;V;51;V;58;V;51;V
28;6;4;20;28006004_20_59;2021;9;7;1.3;V;0.8;V;0.6;V;1.2;V;0.8;V;1;V;3.8;V;6.1;V;6.8;V;2;V;1.8;V;1.8;V;1.5;V;1.1;V;1.3;V;1.3;V;0.9;V;1.9;V;0.6;V;0.6;V;0.2;V;1.6;V;2.4;V;1.6;V
28;6;4;30;28006004_30_59;2021;9;7;0.3;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.7;V;0.8;V;0.6;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V
28;6;4;42;28006004_42_2;2021;9;7;1.4;V;1.3;V;1.4;V;1.4;V;1.3;V;1.4;V;1.5;V;1.5;V;1.4;V;1.4;V;1.4;V;1.4;V;1.5;V;1.4;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.4;V;1.4;V
28;6;4;44;28006004_44_2;2021;9;7;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;6;4;431;28006004_431_59;2021;9;7;0.7;V;0.4;V;0.2;V;0.7;V;0.5;V;0.4;V;2.3;V;3.5;V;2.7;V;2.1;V;1.1;V;1.1;V;0.8;V;0.7;V;0.6;V;0.8;V;0.9;V;1;V;0.2;V;0.5;V;0.2;V;0.7;V;0.7;V;0.6;V
28;65;14;7;28065014_7_8;2021;9;7;1;V;1;V;1;V;3;V;5;V;14;V;13;V;8;V;5;V;4;V;5;V;3;V;7;V;2;V;1;V;2;V;2;V;4;V;1;V;1;V;2;V;2;V;1;V;1;V
28;65;14;8;28065014_8_8;2021;9;7;16;V;26;V;34;V;52;V;59;V;66;V;59;V;45;V;27;V;20;V;17;V;15;V;13;V;7;V;6;V;11;V;13;V;21;V;29;V;33;V;41;V;38;V;18;V;11;V
28;65;14;9;28065014_9_49;2021;9;7;10;V;14;V;14;V;16;V;17;V;15;V;13;V;11;V;12;V;10;V;10;V;10;V;8;V;9;V;4;V;10;V;8;V;6;V;8;V;13;V;14;V;17;V;14;V;9;V
28;65;14;10;28065014_10_49;2021;9;7;19;V;22;V;23;V;27;V;29;V;33;V;31;V;28;V;31;V;36;V;40;V;29;V;26;V;26;V;21;V;25;V;26;V;18;V;22;V;28;V;28;V;31;V;29;V;23;V
28;65;14;12;28065014_12_8;2021;9;7;18;V;28;V;36;V;56;V;66;V;87;V;79;V;58;V;35;V;27;V;25;V;20;V;24;V;10;V;8;V;14;V;16;V;27;V;31;V;35;V;44;V;41;V;20;V;13;V
28;65;14;14;28065014_14_6;2021;9;7;60;V;46;V;32;V;20;V;12;V;6;V;12;V;24;V;44;V;54;V;65;V;80;V;96;V;99;V;99;V;90;V;84;V;82;V;72;V;61;V;46;V;46;V;59;V;54;V
28;67;1;7;28067001_7_8;2021;9;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;5;V;;N;;N;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V
28;67;1;8;28067001_8_8;2021;9;7;3;V;3;V;3;V;3;V;3;V;3;V;3;V;14;V;;N;;N;8;V;7;V;11;V;9;V;2;V;3;V;4;V;3;V;8;V;40;V;18;V;15;V;14;V;15;V
28;67;1;10;28067001_10_49;2021;9;7;17;V;18;V;14;V;13;V;14;V;19;V;24;V;11;V;25;V;51;V;50;V;33;V;43;V;30;V;25;V;18;V;25;V;23;V;20;V;23;V;24;V;25;V;29;V;23;V
28;67;1;12;28067001_12_8;2021;9;7;5;V;5;V;5;V;5;V;5;V;5;V;5;V;21;V;;N;;N;11;V;10;V;14;V;11;V;4;V;5;V;6;V;5;V;10;V;44;V;20;V;17;V;16;V;17;V
28;67;1;14;28067001_14_6;2021;9;7;32;V;30;V;26;V;24;V;21;V;19;V;;N;;N;16;V;43;V;74;V;86;V;101;V;107;V;107;V;115;V;115;V;104;V;84;V;34;V;54;V;42;V;34;V;28;V
28;7;4;7;28007004_7_8;2021;9;7;1;V;1;V;2;V;2;V;2;V;3;V;3;V;5;V;6;V;5;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;2;V;1;V
28;7;4;8;28007004_8_8;2021;9;7;12;V;12;V;14;V;18;V;24;V;51;V;44;V;41;V;38;V;34;V;30;V;15;V;7;V;5;V;5;V;7;V;9;V;11;V;19;V;23;V;32;V;18;V;18;V;11;V
28;7;4;9;28007004_9_49;2021;9;7;10;V;11;V;12;V;11;V;10;V;10;V;10;V;11;V;10;V;12;V;13;V;12;V;10;V;8;V;8;V;7;V;7;V;6;V;5;V;6;V;7;V;9;V;6;V;4;V
28;7;4;12;28007004_12_8;2021;9;7;14;V;14;V;16;V;21;V;27;V;55;V;49;V;48;V;47;V;42;V;36;V;18;V;9;V;7;V;7;V;9;V;11;V;13;V;21;V;25;V;35;V;20;V;20;V;13;V
28;7;4;14;28007004_14_6;2021;9;7;69;V;67;V;62;V;55;V;48;V;25;V;32;V;33;V;38;V;46;V;56;V;83;V;96;V;101;V;101;V;100;V;91;V;90;V;79;V;70;V;56;V;67;V;59;V;57;V
28;74;7;7;28074007_7_8;2021;9;7;1;V;2;V;1;V;6;V;30;V;45;V;13;V;8;V;11;V;13;V;8;V;5;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;1;V;1;V
28;74;7;8;28074007_8_8;2021;9;7;30;V;26;V;29;V;49;V;73;V;77;V;67;V;46;V;42;V;38;V;25;V;24;V;13;V;11;V;13;V;16;V;19;V;24;V;38;V;46;V;43;V;35;V;19;V;13;V
28;74;7;9;28074007_9_49;2021;9;7;11;V;13;V;16;V;14;V;17;V;22;V;13;V;10;V;6;V;6;V;10;V;6;V;11;V;8;V;10;V;8;V;13;V;7;V;8;V;12;V;13;V;17;V;12;V;11;V
28;74;7;10;28074007_10_49;2021;9;7;26;V;26;V;29;V;27;V;43;V;59;V;36;V;28;V;23;V;23;V;24;V;20;V;23;V;25;V;26;V;28;V;26;V;23;V;29;V;34;V;35;V;40;V;33;V;20;V
28;74;7;12;28074007_12_8;2021;9;7;32;V;29;V;31;V;59;V;120;V;146;V;87;V;58;V;58;V;58;V;36;V;32;V;16;V;14;V;16;V;20;V;23;V;29;V;42;V;50;V;46;V;37;V;21;V;15;V
28;74;7;14;28074007_14_6;2021;9;7;45;V;46;V;39;V;19;V;2;V;5;V;13;V;32;V;37;V;44;V;60;V;75;V;103;V;105;V;105;V;100;V;91;V;88;V;71;V;55;V;50;V;54;V;63;V;58;V
28;80;3;7;28080003_7_8;2021;9;7;1;V;1;V;1;V;2;V;2;V;3;V;19;V;26;V;8;V;10;V;11;V;4;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;1;V;1;V;2;V
28;80;3;8;28080003_8_8;2021;9;7;12;V;10;V;12;V;13;V;16;V;34;V;61;V;58;V;31;V;34;V;36;V;14;V;5;V;4;V;5;V;5;V;6;V;6;V;11;V;17;V;24;V;18;V;8;V;14;V
28;80;3;10;28080003_10_49;2021;9;7;21;V;20;V;21;V;23;V;22;V;24;V;25;V;34;V;33;V;27;V;30;V;28;V;23;V;20;V;20;V;22;V;22;V;19;V;21;V;24;V;25;V;31;V;28;V;23;V
28;80;3;12;28080003_12_8;2021;9;7;14;V;12;V;14;V;16;V;19;V;38;V;90;V;98;V;43;V;49;V;53;V;20;V;8;V;7;V;8;V;8;V;9;V;9;V;14;V;19;V;26;V;21;V;10;V;16;V
28;80;3;14;28080003_14_6;2021;9;7;57;V;61;V;55;V;53;V;50;V;36;V;16;V;23;V;45;V;47;V;54;V;85;V;98;V;98;V;104;V;102;V;92;V;90;V;79;V;67;V;58;V;57;V;60;V;46;V
28;9;1;7;28009001_7_8;2021;9;7;1;V;1;V;1;V;1;V;1;V;1;V;4;V;7;V;2;V;3;V;4;V;3;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;9;1;8;28009001_8_8;2021;9;7;5;V;5;V;6;V;6;V;8;V;14;V;26;V;21;V;12;V;11;V;16;V;14;V;11;V;9;V;9;V;9;V;11;V;12;V;12;V;18;V;21;V;14;V;14;V;30;V
28;9;1;9;28009001_9_49;2021;9;7;12;V;12;V;13;V;14;V;14;V;13;V;13;V;17;V;16;V;14;V;13;V;11;V;11;V;10;V;8;V;9;V;10;V;10;V;9;V;10;V;15;V;16;V;25;V;23;V
28;9;1;12;28009001_12_8;2021;9;7;7;V;7;V;8;V;8;V;10;V;16;V;32;V;31;V;16;V;15;V;23;V;19;V;14;V;12;V;11;V;11;V;13;V;14;V;14;V;20;V;23;V;16;V;16;V;32;V
28;9;1;14;28009001_14_6;2021;9;7;73;V;70;V;67;V;67;V;63;V;57;V;43;V;44;V;51;V;61;V;64;V;75;V;90;V;100;V;99;V;100;V;93;V;89;V;86;V;76;V;70;V;71;V;64;V;46;V
28;92;5;1;28092005_1_38;2021;9;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;6;28092005_6_48;2021;9;7;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.6;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V
28;92;5;7;28092005_7_8;2021;9;7;1;V;1;V;1;V;1;V;1;V;1;V;1;V;8;V;4;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2021;9;7;13;V;10;V;9;V;17;V;29;V;32;V;25;V;49;V;29;V;22;V;14;V;8;V;7;V;7;V;6;V;6;V;6;V;9;V;15;V;36;V;34;V;21;V;16;V;10;V
28;92;5;10;28092005_10_49;2021;9;7;22;V;23;V;25;V;23;V;25;V;29;V;25;V;33;V;35;V;27;V;24;V;31;V;21;V;24;V;27;V;26;V;24;V;22;V;25;V;26;V;30;V;33;V;24;V;16;V
28;92;5;12;28092005_12_8;2021;9;7;15;V;12;V;11;V;19;V;31;V;34;V;27;V;62;V;35;V;28;V;17;V;10;V;9;V;9;V;8;V;8;V;8;V;11;V;17;V;38;V;36;V;23;V;18;V;12;V
28;92;5;14;28092005_14_6;2021;9;7;70;V;71;V;72;V;60;V;45;V;43;V;49;V;25;V;47;V;62;V;76;V;93;V;100;V;105;V;110;V;105;V;98;V;94;V;82;V;55;V;48;V;59;V;59;V;59;V
28;102;1;1;28102001_1_38;2021;9;8;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2021;9;8;0.5;V;0.4;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.4;V;0.5;V;0.5;V;0.5;V;0.5;V
28;102;1;7;28102001_7_8;2021;9;8;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2021;9;8;9;V;7;V;6;V;6;V;7;V;6;V;6;V;7;V;6;V;6;V;4;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;4;V;6;V;6;V;5;V;8;V
28;102;1;10;28102001_10_49;2021;9;8;33;V;30;V;28;V;24;V;23;V;23;V;13;V;2;V;1;V;1;V;1;V;1;V;3;V;10;V;3;V;5;V;7;V;9;V;17;V;14;V;5;V;6;V;8;V;10;V
28;102;1;12;28102001_12_8;2021;9;8;11;V;9;V;8;V;8;V;9;V;8;V;9;V;10;V;9;V;9;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;6;V;8;V;8;V;7;V;10;V
28;102;1;14;28102001_14_6;2021;9;8;63;V;58;V;58;V;57;V;53;V;49;V;47;V;51;V;57;V;65;V;75;V;77;V;89;V;95;V;100;V;99;V;96;V;92;V;83;V;76;V;69;V;65;V;63;V;57;V
28;120;1;7;28120001_7_8;2021;9;8;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2021;9;8;4;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V
28;120;1;9;28120001_9_49;2021;9;8;7;V;7;V;6;V;4;V;4;V;3;V;3;V;2;V;5;V;8;V;6;V;5;V;2;V;1;V;1;V;1;V;1;V;3;V;3;V;4;V;3;V;3;V;5;V;5;V
28;120;1;10;28120001_10_49;2021;9;8;15;V;15;V;11;V;8;V;11;V;10;V;8;V;7;V;7;V;8;V;10;V;7;V;5;V;6;V;4;V;4;V;5;V;5;V;4;V;5;V;6;V;4;V;6;V;4;V
28;120;1;12;28120001_12_8;2021;9;8;6;V;5;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;4;V;3;V;4;V;4;V;4;V;5;V;5;V;4;V;4;V;4;V;4;V
28;120;1;14;28120001_14_6;2021;9;8;79;V;79;V;81;V;83;V;84;V;85;V;81;V;78;V;79;V;81;V;90;V;93;V;96;V;96;V;91;V;88;V;88;V;86;V;77;V;77;V;67;V;68;V;65;V;68;V
28;123;2;7;28123002_7_8;2021;9;8;1;V;1;V;1;V;1;V;2;V;9;V;14;V;8;V;7;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V
28;123;2;8;28123002_8_8;2021;9;8;32;V;11;V;13;V;16;V;23;V;40;V;40;V;25;V;18;V;10;V;8;V;6;V;8;V;8;V;8;V;10;V;11;V;15;V;21;V;21;V;18;V;19;V;9;V;13;V
28;123;2;10;28123002_10_49;2021;9;8;54;V;36;V;13;V;17;V;18;V;22;V;20;V;18;V;17;V;13;V;11;V;6;V;9;V;4;V;9;V;10;V;9;V;8;V;6;V;8;V;10;V;14;V;10;V;15;V
28;123;2;12;28123002_12_8;2021;9;8;34;V;13;V;15;V;18;V;26;V;54;V;62;V;37;V;29;V;15;V;12;V;9;V;12;V;10;V;11;V;13;V;14;V;18;V;23;V;23;V;20;V;21;V;11;V;15;V
